radboudsource,sourceguid,target,targetguid,targetlabel
ENSG00000203859,http://purl.uniprot.org/uniprot/Q9GZV9,R-HSA-194002,http://identifiers.org/reactome/R-HSA-194002,Glucocorticoid biosynthesis
ENSG00000203859,http://purl.uniprot.org/uniprot/Q9GZV9,R-HSA-193993,http://identifiers.org/reactome/R-HSA-193993,Mineralocorticoid biosynthesis
ENSG00000204231,http://purl.uniprot.org/uniprot/P49840,R-HSA-383280,http://identifiers.org/reactome/R-HSA-383280,Nuclear Receptor transcription pathway
ENSG00000204231,http://purl.uniprot.org/uniprot/P49840,R-HSA-5362517,http://identifiers.org/reactome/R-HSA-5362517,Signaling by Retinoic Acid
ENSG00000204231,http://purl.uniprot.org/uniprot/P49840,R-HSA-1989781,http://identifiers.org/reactome/R-HSA-1989781,PPARA activates gene expression
ENSG00000204231,http://purl.uniprot.org/uniprot/P49840,R-HSA-9029558,http://identifiers.org/reactome/R-HSA-9029558,NR1H2 & NR1H3 regulate gene expression linked to lipogenesis
ENSG00000204231,http://purl.uniprot.org/uniprot/P49840,R-HSA-9029569,http://identifiers.org/reactome/R-HSA-9029569,NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux
ENSG00000204231,http://purl.uniprot.org/uniprot/P49840,R-HSA-9031525,http://identifiers.org/reactome/R-HSA-9031525,NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake 
ENSG00000204231,http://purl.uniprot.org/uniprot/P49840,R-HSA-9031528,http://identifiers.org/reactome/R-HSA-9031528,NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose
ENSG00000204231,http://purl.uniprot.org/uniprot/P49840,R-HSA-9623433,http://identifiers.org/reactome/R-HSA-9623433,NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis
ENSG00000204231,http://purl.uniprot.org/uniprot/P49840,R-HSA-9632974,http://identifiers.org/reactome/R-HSA-9632974,NR1H2 & NR1H3 regulate gene expression linked to gluconeogenesis 
ENSG00000204291,http://purl.uniprot.org/uniprot/P03952,R-HSA-2022090,http://identifiers.org/reactome/R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures
ENSG00000204291,http://purl.uniprot.org/uniprot/P03952,R-HSA-1442490,http://identifiers.org/reactome/R-HSA-1442490,Collagen degradation
ENSG00000204291,http://purl.uniprot.org/uniprot/P03952,R-HSA-1650814,http://identifiers.org/reactome/R-HSA-1650814,Collagen biosynthesis and modifying enzymes
ENSG00000204291,http://purl.uniprot.org/uniprot/P03952,R-HSA-8948216,http://identifiers.org/reactome/R-HSA-8948216,Collagen chain trimerization
ENSG00000228716,http://purl.uniprot.org/uniprot/P40238,R-HSA-69205,http://identifiers.org/reactome/R-HSA-69205,G1/S-Specific Transcription
ENSG00000228716,http://purl.uniprot.org/uniprot/P40238,R-HSA-1474151,http://identifiers.org/reactome/R-HSA-1474151,"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation"
ENSG00000228716,http://purl.uniprot.org/uniprot/P40238,R-HSA-196757,http://identifiers.org/reactome/R-HSA-196757,Metabolism of folate and pterines
ENSG00000268089,http://purl.uniprot.org/uniprot/P14867,R-HSA-1236394,http://identifiers.org/reactome/R-HSA-1236394,Signaling by ERBB4
ENSG00000268089,http://purl.uniprot.org/uniprot/P14867,R-HSA-977443,http://identifiers.org/reactome/R-HSA-977443,GABA receptor activation
ENSG00000010671,http://purl.uniprot.org/uniprot/P30988,R-HSA-416476,http://identifiers.org/reactome/R-HSA-416476,G alpha (q) signalling events
ENSG00000010671,http://purl.uniprot.org/uniprot/P30988,R-HSA-2871809,http://identifiers.org/reactome/R-HSA-2871809,FCERI mediated Ca+2 mobilization
ENSG00000010671,http://purl.uniprot.org/uniprot/P30988,R-HSA-416482,http://identifiers.org/reactome/R-HSA-416482,G alpha (12/13) signalling events
ENSG00000010671,http://purl.uniprot.org/uniprot/P30988,R-HSA-2029482,http://identifiers.org/reactome/R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation
ENSG00000010671,http://purl.uniprot.org/uniprot/P30988,R-HSA-2424491,http://identifiers.org/reactome/R-HSA-2424491,DAP12 signaling
ENSG00000010671,http://purl.uniprot.org/uniprot/P30988,R-HSA-9664422,http://identifiers.org/reactome/R-HSA-9664422,FCGR3A-mediated phagocytosis
ENSG00000010671,http://purl.uniprot.org/uniprot/P30988,R-HSA-983695,http://identifiers.org/reactome/R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers
ENSG00000010671,http://purl.uniprot.org/uniprot/P30988,R-HSA-1236974,http://identifiers.org/reactome/R-HSA-1236974,ER-Phagosome pathway
ENSG00000010671,http://purl.uniprot.org/uniprot/P30988,R-HSA-166058,http://identifiers.org/reactome/R-HSA-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane
ENSG00000010671,http://purl.uniprot.org/uniprot/P30988,R-HSA-5602498,http://identifiers.org/reactome/R-HSA-5602498,MyD88 deficiency (TLR2/4)
ENSG00000010671,http://purl.uniprot.org/uniprot/P30988,R-HSA-5603041,http://identifiers.org/reactome/R-HSA-5603041,IRAK4 deficiency (TLR2/4)
ENSG00000010671,http://purl.uniprot.org/uniprot/P30988,R-HSA-5663213,http://identifiers.org/reactome/R-HSA-5663213,RHO GTPases Activate WASPs and WAVEs
ENSG00000010671,http://purl.uniprot.org/uniprot/P30988,R-HSA-8964315,http://identifiers.org/reactome/R-HSA-8964315,G beta:gamma signalling through BTK
ENSG00000011677,http://purl.uniprot.org/uniprot/P51787,R-HSA-977443,http://identifiers.org/reactome/R-HSA-977443,GABA receptor activation
ENSG00000067900,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-9679191,http://identifiers.org/reactome/R-HSA-9679191,Potential therapeutics for SARS
ENSG00000067900,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-6798695,http://identifiers.org/reactome/R-HSA-6798695,Neutrophil degranulation
ENSG00000067900,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-3928662,http://identifiers.org/reactome/R-HSA-3928662,EPHB-mediated forward signaling
ENSG00000067900,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-3928663,http://identifiers.org/reactome/R-HSA-3928663,EPHA-mediated growth cone collapse
ENSG00000067900,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-416482,http://identifiers.org/reactome/R-HSA-416482,G alpha (12/13) signalling events
ENSG00000067900,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-416572,http://identifiers.org/reactome/R-HSA-416572,Sema4D induced cell migration and growth-cone collapse
ENSG00000067900,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-4420097,http://identifiers.org/reactome/R-HSA-4420097,VEGFA-VEGFR2 Pathway
ENSG00000067900,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-5627117,http://identifiers.org/reactome/R-HSA-5627117,RHO GTPases Activate ROCKs
ENSG00000067900,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-9013422,http://identifiers.org/reactome/R-HSA-9013422,RHOBTB1 GTPase cycle
ENSG00000067900,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-111465,http://identifiers.org/reactome/R-HSA-111465,Apoptotic cleavage of cellular proteins
ENSG00000069431,http://purl.uniprot.org/uniprot/P15056,R-HSA-1296025,http://identifiers.org/reactome/R-HSA-1296025,ATP sensitive Potassium channels
ENSG00000069431,http://purl.uniprot.org/uniprot/P15056,R-HSA-382556,http://identifiers.org/reactome/R-HSA-382556,ABC-family proteins mediated transport
ENSG00000069431,http://purl.uniprot.org/uniprot/P15056,R-HSA-5578775,http://identifiers.org/reactome/R-HSA-5578775,Ion homeostasis
ENSG00000069431,http://purl.uniprot.org/uniprot/P15056,R-HSA-5678420,http://identifiers.org/reactome/R-HSA-5678420,"Defective ABCC9 causes CMD10, ATFB12 and Cantu syndrome"
ENSG00000070915,http://purl.uniprot.org/uniprot/P03372,R-HSA-426117,http://identifiers.org/reactome/R-HSA-426117,Cation-coupled Chloride cotransporters
ENSG00000070915,http://purl.uniprot.org/uniprot/P03372,R-HSA-5619087,http://identifiers.org/reactome/R-HSA-5619087,Defective SLC12A3 causes Gitelman syndrome (GS)
ENSG00000080644,http://purl.uniprot.org/uniprot/P13866,R-HSA-629587,http://identifiers.org/reactome/R-HSA-629587,Highly sodium permeable postsynaptic acetylcholine nicotinic receptors
ENSG00000080644,http://purl.uniprot.org/uniprot/P13866,R-HSA-629594,http://identifiers.org/reactome/R-HSA-629594,Highly calcium permeable postsynaptic nicotinic acetylcholine receptors
ENSG00000080644,http://purl.uniprot.org/uniprot/P13866,R-HSA-629597,http://identifiers.org/reactome/R-HSA-629597,Highly calcium permeable nicotinic acetylcholine receptors
ENSG00000101204,http://purl.uniprot.org/uniprot/Q9H3M0,R-HSA-629587,http://identifiers.org/reactome/R-HSA-629587,Highly sodium permeable postsynaptic acetylcholine nicotinic receptors
ENSG00000101204,http://purl.uniprot.org/uniprot/Q9H3M0,R-HSA-629594,http://identifiers.org/reactome/R-HSA-629594,Highly calcium permeable postsynaptic nicotinic acetylcholine receptors
ENSG00000101204,http://purl.uniprot.org/uniprot/Q9H3M0,R-HSA-629597,http://identifiers.org/reactome/R-HSA-629597,Highly calcium permeable nicotinic acetylcholine receptors
ENSG00000101336,http://purl.uniprot.org/uniprot/P05771,R-HSA-9706374,http://identifiers.org/reactome/R-HSA-9706374,FLT3 signaling through SRC family kinases
ENSG00000101336,http://purl.uniprot.org/uniprot/P05771,R-HSA-2029481,http://identifiers.org/reactome/R-HSA-2029481,FCGR activation
ENSG00000101336,http://purl.uniprot.org/uniprot/P05771,R-HSA-912631,http://identifiers.org/reactome/R-HSA-912631,Regulation of signaling by CBL
ENSG00000101336,http://purl.uniprot.org/uniprot/P05771,R-HSA-9664323,http://identifiers.org/reactome/R-HSA-9664323,FCGR3A-mediated IL10 synthesis
ENSG00000101336,http://purl.uniprot.org/uniprot/P05771,R-HSA-9664422,http://identifiers.org/reactome/R-HSA-9664422,FCGR3A-mediated phagocytosis
ENSG00000101336,http://purl.uniprot.org/uniprot/P05771,R-HSA-164944,http://identifiers.org/reactome/R-HSA-164944,Nef and signal transduction
ENSG00000102393,http://purl.uniprot.org/uniprot/P31639,R-HSA-6798695,http://identifiers.org/reactome/R-HSA-6798695,Neutrophil degranulation
ENSG00000102393,http://purl.uniprot.org/uniprot/P31639,R-HSA-1660662,http://identifiers.org/reactome/R-HSA-1660662,Glycosphingolipid metabolism
ENSG00000102468,http://purl.uniprot.org/uniprot/P05023,R-HSA-416476,http://identifiers.org/reactome/R-HSA-416476,G alpha (q) signalling events
ENSG00000102468,http://purl.uniprot.org/uniprot/P05023,R-HSA-390666,http://identifiers.org/reactome/R-HSA-390666,Serotonin receptors
ENSG00000105675,http://purl.uniprot.org/uniprot/P31639,R-HSA-936837,http://identifiers.org/reactome/R-HSA-936837,Ion transport by P-type ATPases
ENSG00000105851,http://purl.uniprot.org/uniprot/P35499,R-HSA-114604,http://identifiers.org/reactome/R-HSA-114604,GPVI-mediated activation cascade
ENSG00000105851,http://purl.uniprot.org/uniprot/P35499,R-HSA-1660499,http://identifiers.org/reactome/R-HSA-1660499,Synthesis of PIPs at the plasma membrane
ENSG00000105851,http://purl.uniprot.org/uniprot/P35499,R-HSA-392451,http://identifiers.org/reactome/R-HSA-392451,G beta:gamma signalling through PI3Kgamma
ENSG00000105851,http://purl.uniprot.org/uniprot/P35499,R-HSA-9027276,http://identifiers.org/reactome/R-HSA-9027276,Erythropoietin activates Phosphoinositide-3-kinase (PI3K)
ENSG00000110799,http://purl.uniprot.org/uniprot/Q9BQB4,R-HSA-114608,http://identifiers.org/reactome/R-HSA-114608,Platelet degranulation 
ENSG00000110799,http://purl.uniprot.org/uniprot/Q9BQB4,R-HSA-76009,http://identifiers.org/reactome/R-HSA-76009,Platelet Aggregation (Plug Formation)
ENSG00000110799,http://purl.uniprot.org/uniprot/Q9BQB4,R-HSA-140837,http://identifiers.org/reactome/R-HSA-140837,Intrinsic Pathway of Fibrin Clot Formation
ENSG00000110799,http://purl.uniprot.org/uniprot/Q9BQB4,R-HSA-216083,http://identifiers.org/reactome/R-HSA-216083,Integrin cell surface interactions
ENSG00000110799,http://purl.uniprot.org/uniprot/Q9BQB4,R-HSA-430116,http://identifiers.org/reactome/R-HSA-430116,GP1b-IX-V activation signalling
ENSG00000110799,http://purl.uniprot.org/uniprot/Q9BQB4,R-HSA-75892,http://identifiers.org/reactome/R-HSA-75892,Platelet Adhesion to exposed collagen
ENSG00000110799,http://purl.uniprot.org/uniprot/Q9BQB4,R-HSA-354192,http://identifiers.org/reactome/R-HSA-354192,Integrin signaling
ENSG00000110799,http://purl.uniprot.org/uniprot/Q9BQB4,R-HSA-354194,http://identifiers.org/reactome/R-HSA-354194,GRB2:SOS provides linkage to MAPK signaling for Integrins 
ENSG00000110799,http://purl.uniprot.org/uniprot/Q9BQB4,R-HSA-372708,http://identifiers.org/reactome/R-HSA-372708,p130Cas linkage to MAPK signaling for integrins
ENSG00000110799,http://purl.uniprot.org/uniprot/Q9BQB4,R-HSA-5674135,http://identifiers.org/reactome/R-HSA-5674135,MAP2K and MAPK activation
ENSG00000110799,http://purl.uniprot.org/uniprot/Q9BQB4,R-HSA-6802946,http://identifiers.org/reactome/R-HSA-6802946,Signaling by moderate kinase activity BRAF mutants
ENSG00000110799,http://purl.uniprot.org/uniprot/Q9BQB4,R-HSA-6802948,http://identifiers.org/reactome/R-HSA-6802948,Signaling by high-kinase activity BRAF mutants
ENSG00000110799,http://purl.uniprot.org/uniprot/Q9BQB4,R-HSA-6802952,http://identifiers.org/reactome/R-HSA-6802952,Signaling by BRAF and RAF1 fusions
ENSG00000110799,http://purl.uniprot.org/uniprot/Q9BQB4,R-HSA-6802955,http://identifiers.org/reactome/R-HSA-6802955,Paradoxical activation of RAF signaling by kinase inactive BRAF
ENSG00000110799,http://purl.uniprot.org/uniprot/Q9BQB4,R-HSA-9649948,http://identifiers.org/reactome/R-HSA-9649948,Signaling downstream of RAS mutants
ENSG00000110799,http://purl.uniprot.org/uniprot/Q9BQB4,R-HSA-9656223,http://identifiers.org/reactome/R-HSA-9656223,Signaling by RAF1 mutants
ENSG00000110799,http://purl.uniprot.org/uniprot/Q9BQB4,R-HSA-9672391,http://identifiers.org/reactome/R-HSA-9672391,Defective F8 cleavage by thrombin
ENSG00000110799,http://purl.uniprot.org/uniprot/Q9BQB4,R-HSA-9672393,http://identifiers.org/reactome/R-HSA-9672393,Defective F8 binding to von Willebrand factor
ENSG00000112715,http://purl.uniprot.org/uniprot/Q16288,R-HSA-8866910,http://identifiers.org/reactome/R-HSA-8866910,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors
ENSG00000112715,http://purl.uniprot.org/uniprot/Q16288,R-HSA-195399,http://identifiers.org/reactome/R-HSA-195399,VEGF binds to VEGFR leading to receptor dimerization
ENSG00000112715,http://purl.uniprot.org/uniprot/Q16288,R-HSA-6785807,http://identifiers.org/reactome/R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling
ENSG00000112715,http://purl.uniprot.org/uniprot/Q16288,R-HSA-9679191,http://identifiers.org/reactome/R-HSA-9679191,Potential therapeutics for SARS
ENSG00000112715,http://purl.uniprot.org/uniprot/Q16288,R-HSA-114608,http://identifiers.org/reactome/R-HSA-114608,Platelet degranulation 
ENSG00000112715,http://purl.uniprot.org/uniprot/Q16288,R-HSA-5218921,http://identifiers.org/reactome/R-HSA-5218921,VEGFR2 mediated cell proliferation
ENSG00000112715,http://purl.uniprot.org/uniprot/Q16288,R-HSA-4420097,http://identifiers.org/reactome/R-HSA-4420097,VEGFA-VEGFR2 Pathway
ENSG00000112715,http://purl.uniprot.org/uniprot/Q16288,R-HSA-1234158,http://identifiers.org/reactome/R-HSA-1234158,Regulation of gene expression by Hypoxia-inducible Factor
ENSG00000112715,http://purl.uniprot.org/uniprot/Q16288,R-HSA-194138,http://identifiers.org/reactome/R-HSA-194138,Signaling by VEGF
ENSG00000112715,http://purl.uniprot.org/uniprot/Q16288,R-HSA-194313,http://identifiers.org/reactome/R-HSA-194313,VEGF ligand-receptor interactions
ENSG00000115758,http://purl.uniprot.org/uniprot/Q16552,R-HSA-350562,http://identifiers.org/reactome/R-HSA-350562,Regulation of ornithine decarboxylase (ODC)
ENSG00000115758,http://purl.uniprot.org/uniprot/Q16552,R-HSA-351202,http://identifiers.org/reactome/R-HSA-351202,Metabolism of polyamines
ENSG00000119630,http://purl.uniprot.org/uniprot/O95477,R-HSA-195399,http://identifiers.org/reactome/R-HSA-195399,VEGF binds to VEGFR leading to receptor dimerization
ENSG00000119630,http://purl.uniprot.org/uniprot/O95477,R-HSA-194313,http://identifiers.org/reactome/R-HSA-194313,VEGF ligand-receptor interactions
ENSG00000119699,http://purl.uniprot.org/uniprot/P42336,R-HSA-114608,http://identifiers.org/reactome/R-HSA-114608,Platelet degranulation 
ENSG00000119699,http://purl.uniprot.org/uniprot/P42336,R-HSA-2129379,http://identifiers.org/reactome/R-HSA-2129379,Molecules associated with elastic fibres
ENSG00000119699,http://purl.uniprot.org/uniprot/P42336,R-HSA-3000178,http://identifiers.org/reactome/R-HSA-3000178,ECM proteoglycans
ENSG00000120251,http://purl.uniprot.org/uniprot/P12107,R-HSA-399710,http://identifiers.org/reactome/R-HSA-399710,Activation of AMPA receptors
ENSG00000120251,http://purl.uniprot.org/uniprot/P12107,R-HSA-416993,http://identifiers.org/reactome/R-HSA-416993,Trafficking of GluR2-containing AMPA receptors
ENSG00000120251,http://purl.uniprot.org/uniprot/P12107,R-HSA-438066,http://identifiers.org/reactome/R-HSA-438066,"Unblocking of NMDA receptors, glutamate binding and activation"
ENSG00000120251,http://purl.uniprot.org/uniprot/P12107,R-HSA-9620244,http://identifiers.org/reactome/R-HSA-9620244,Long-term potentiation
ENSG00000120251,http://purl.uniprot.org/uniprot/P12107,R-HSA-9022699,http://identifiers.org/reactome/R-HSA-9022699,MECP2 regulates neuronal receptors and channels
ENSG00000120659,http://purl.uniprot.org/uniprot/P34995,R-HSA-5669034,http://identifiers.org/reactome/R-HSA-5669034,TNFs bind their physiological receptors
ENSG00000120659,http://purl.uniprot.org/uniprot/P34995,R-HSA-5668541,http://identifiers.org/reactome/R-HSA-5668541,TNFR2 non-canonical NF-kB pathway
ENSG00000120659,http://purl.uniprot.org/uniprot/P34995,R-HSA-5676594,http://identifiers.org/reactome/R-HSA-5676594,TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway
ENSG00000120907,http://purl.uniprot.org/uniprot/O43924,R-HSA-416476,http://identifiers.org/reactome/R-HSA-416476,G alpha (q) signalling events
ENSG00000120907,http://purl.uniprot.org/uniprot/O43924,R-HSA-416482,http://identifiers.org/reactome/R-HSA-416482,G alpha (12/13) signalling events
ENSG00000120907,http://purl.uniprot.org/uniprot/O43924,R-HSA-390696,http://identifiers.org/reactome/R-HSA-390696,Adrenoceptors
ENSG00000136521,http://purl.uniprot.org/uniprot/P10721,R-HSA-611105,http://identifiers.org/reactome/R-HSA-611105,Respiratory electron transport
ENSG00000136521,http://purl.uniprot.org/uniprot/P10721,R-HSA-6799198,http://identifiers.org/reactome/R-HSA-6799198,Complex I biogenesis
ENSG00000136573,http://purl.uniprot.org/uniprot/P43116,R-HSA-983695,http://identifiers.org/reactome/R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers
ENSG00000136573,http://purl.uniprot.org/uniprot/P43116,R-HSA-8939245,http://identifiers.org/reactome/R-HSA-8939245,RUNX1 regulates transcription of genes involved in BCR signaling
ENSG00000136928,http://purl.uniprot.org/uniprot/P03923,R-HSA-418594,http://identifiers.org/reactome/R-HSA-418594,G alpha (i) signalling events
ENSG00000136928,http://purl.uniprot.org/uniprot/P03923,R-HSA-1296041,http://identifiers.org/reactome/R-HSA-1296041,Activation of G protein gated Potassium channels
ENSG00000136928,http://purl.uniprot.org/uniprot/P03923,R-HSA-420499,http://identifiers.org/reactome/R-HSA-420499,Class C/3 (Metabotropic glutamate/pheromone receptors)
ENSG00000136928,http://purl.uniprot.org/uniprot/P03923,R-HSA-977444,http://identifiers.org/reactome/R-HSA-977444,GABA B receptor activation
ENSG00000136928,http://purl.uniprot.org/uniprot/P03923,R-HSA-997272,http://identifiers.org/reactome/R-HSA-997272,Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits
ENSG00000139287,http://purl.uniprot.org/uniprot/P06213,R-HSA-209931,http://identifiers.org/reactome/R-HSA-209931,Serotonin and melatonin biosynthesis
ENSG00000141837,http://purl.uniprot.org/uniprot/P35498,R-HSA-422356,http://identifiers.org/reactome/R-HSA-422356,Regulation of insulin secretion
ENSG00000141837,http://purl.uniprot.org/uniprot/P35498,R-HSA-112308,http://identifiers.org/reactome/R-HSA-112308,Presynaptic depolarization and calcium channel opening
ENSG00000143924,http://purl.uniprot.org/uniprot/Q15910,R-HSA-9648025,http://identifiers.org/reactome/R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
ENSG00000144285,http://purl.uniprot.org/uniprot/P23415,R-HSA-5576892,http://identifiers.org/reactome/R-HSA-5576892,Phase 0 - rapid depolarisation
ENSG00000144285,http://purl.uniprot.org/uniprot/P23415,R-HSA-445095,http://identifiers.org/reactome/R-HSA-445095,Interaction between L1 and Ankyrins
ENSG00000146143,http://purl.uniprot.org/uniprot/P02679,R-HSA-174411,http://identifiers.org/reactome/R-HSA-174411,Polymerase switching on the C-strand of the telomere
ENSG00000146143,http://purl.uniprot.org/uniprot/P02679,R-HSA-69091,http://identifiers.org/reactome/R-HSA-69091,Polymerase switching
ENSG00000146143,http://purl.uniprot.org/uniprot/P02679,R-HSA-69166,http://identifiers.org/reactome/R-HSA-69166,Removal of the Flap Intermediate
ENSG00000146143,http://purl.uniprot.org/uniprot/P02679,R-HSA-69183,http://identifiers.org/reactome/R-HSA-69183,Processive synthesis on the lagging strand
ENSG00000146143,http://purl.uniprot.org/uniprot/P02679,R-HSA-68952,http://identifiers.org/reactome/R-HSA-68952,DNA replication initiation
ENSG00000146143,http://purl.uniprot.org/uniprot/P02679,R-HSA-68962,http://identifiers.org/reactome/R-HSA-68962,Activation of the pre-replicative complex
ENSG00000146143,http://purl.uniprot.org/uniprot/P02679,R-HSA-113501,http://identifiers.org/reactome/R-HSA-113501,Inhibition of replication initiation of damaged DNA by RB1/E2F1
ENSG00000146143,http://purl.uniprot.org/uniprot/P02679,R-HSA-174430,http://identifiers.org/reactome/R-HSA-174430,Telomere C-strand synthesis initiation
ENSG00000147246,http://purl.uniprot.org/uniprot/P06213,R-HSA-416476,http://identifiers.org/reactome/R-HSA-416476,G alpha (q) signalling events
ENSG00000147246,http://purl.uniprot.org/uniprot/P06213,R-HSA-390666,http://identifiers.org/reactome/R-HSA-390666,Serotonin receptors
ENSG00000157184,http://purl.uniprot.org/uniprot/P01137,R-HSA-200425,http://identifiers.org/reactome/R-HSA-200425,Carnitine shuttle
ENSG00000157184,http://purl.uniprot.org/uniprot/P01137,R-HSA-1989781,http://identifiers.org/reactome/R-HSA-1989781,PPARA activates gene expression
ENSG00000159110,http://purl.uniprot.org/uniprot/O00329,R-HSA-9679191,http://identifiers.org/reactome/R-HSA-9679191,Potential therapeutics for SARS
ENSG00000159110,http://purl.uniprot.org/uniprot/O00329,R-HSA-909733,http://identifiers.org/reactome/R-HSA-909733,Interferon alpha/beta signaling
ENSG00000159110,http://purl.uniprot.org/uniprot/O00329,R-HSA-912694,http://identifiers.org/reactome/R-HSA-912694,Regulation of IFNA/IFNB signaling
ENSG00000160801,http://purl.uniprot.org/uniprot/P61812,R-HSA-418555,http://identifiers.org/reactome/R-HSA-418555,G alpha (s) signalling events
ENSG00000160801,http://purl.uniprot.org/uniprot/P61812,R-HSA-9660821,http://identifiers.org/reactome/R-HSA-9660821,ADORA2B mediated anti-inflammatory cytokines production
ENSG00000160801,http://purl.uniprot.org/uniprot/P61812,R-HSA-373080,http://identifiers.org/reactome/R-HSA-373080,Class B/2 (Secretin family receptors)
ENSG00000163485,http://purl.uniprot.org/uniprot/P09619,R-HSA-417973,http://identifiers.org/reactome/R-HSA-417973,Adenosine P1 receptors
ENSG00000163485,http://purl.uniprot.org/uniprot/P09619,R-HSA-418594,http://identifiers.org/reactome/R-HSA-418594,G alpha (i) signalling events
ENSG00000164116,http://purl.uniprot.org/uniprot/P50993,R-HSA-392154,http://identifiers.org/reactome/R-HSA-392154,Nitric oxide stimulates guanylate cyclase
ENSG00000164116,http://purl.uniprot.org/uniprot/P50993,R-HSA-445355,http://identifiers.org/reactome/R-HSA-445355,Smooth Muscle Contraction
ENSG00000164182,http://purl.uniprot.org/uniprot/P41743,R-HSA-6799198,http://identifiers.org/reactome/R-HSA-6799198,Complex I biogenesis
ENSG00000167986,http://purl.uniprot.org/uniprot/P48443,R-HSA-110314,http://identifiers.org/reactome/R-HSA-110314,Recognition of DNA damage by PCNA-containing replication complex
ENSG00000167986,http://purl.uniprot.org/uniprot/P48443,R-HSA-5696400,http://identifiers.org/reactome/R-HSA-5696400,Dual Incision in GG-NER
ENSG00000167986,http://purl.uniprot.org/uniprot/P48443,R-HSA-6782135,http://identifiers.org/reactome/R-HSA-6782135,Dual incision in TC-NER
ENSG00000167986,http://purl.uniprot.org/uniprot/P48443,R-HSA-6782210,http://identifiers.org/reactome/R-HSA-6782210,Gap-filling DNA repair synthesis and ligation in TC-NER
ENSG00000167986,http://purl.uniprot.org/uniprot/P48443,R-HSA-5696394,http://identifiers.org/reactome/R-HSA-5696394,DNA Damage Recognition in GG-NER
ENSG00000167986,http://purl.uniprot.org/uniprot/P48443,R-HSA-5696395,http://identifiers.org/reactome/R-HSA-5696395,Formation of Incision Complex in GG-NER
ENSG00000167986,http://purl.uniprot.org/uniprot/P48443,R-HSA-6781823,http://identifiers.org/reactome/R-HSA-6781823,Formation of TC-NER Pre-Incision Complex
ENSG00000167986,http://purl.uniprot.org/uniprot/P48443,R-HSA-6781827,http://identifiers.org/reactome/R-HSA-6781827,Transcription-Coupled Nucleotide Excision Repair (TC-NER)
ENSG00000167986,http://purl.uniprot.org/uniprot/P48443,R-HSA-8951664,http://identifiers.org/reactome/R-HSA-8951664,Neddylation
ENSG00000168412,http://purl.uniprot.org/uniprot/P21802,R-HSA-418594,http://identifiers.org/reactome/R-HSA-418594,G alpha (i) signalling events
ENSG00000168412,http://purl.uniprot.org/uniprot/P21802,R-HSA-373076,http://identifiers.org/reactome/R-HSA-373076,Class A/1 (Rhodopsin-like receptors)
ENSG00000168653,http://purl.uniprot.org/uniprot/Q8N183,R-HSA-611105,http://identifiers.org/reactome/R-HSA-611105,Respiratory electron transport
ENSG00000168653,http://purl.uniprot.org/uniprot/Q8N183,R-HSA-6799198,http://identifiers.org/reactome/R-HSA-6799198,Complex I biogenesis
ENSG00000170906,http://purl.uniprot.org/uniprot/P08123,R-HSA-611105,http://identifiers.org/reactome/R-HSA-611105,Respiratory electron transport
ENSG00000170906,http://purl.uniprot.org/uniprot/P08123,R-HSA-6799198,http://identifiers.org/reactome/R-HSA-6799198,Complex I biogenesis
ENSG00000171126,http://purl.uniprot.org/uniprot/P48547,R-HSA-1296072,http://identifiers.org/reactome/R-HSA-1296072,Voltage gated Potassium channels
ENSG00000172572,http://purl.uniprot.org/uniprot/P02452,R-HSA-418555,http://identifiers.org/reactome/R-HSA-418555,G alpha (s) signalling events
ENSG00000176884,http://purl.uniprot.org/uniprot/P02679,R-HSA-9609736,http://identifiers.org/reactome/R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
ENSG00000176884,http://purl.uniprot.org/uniprot/P02679,R-HSA-5673001,http://identifiers.org/reactome/R-HSA-5673001,RAF/MAP kinase cascade
